GEOID,NAME,medhomeval,medhhincome,poverty_rate,bachelors_rate,pBlack,pHispanic,vacancy_rate
17031020901,"Census Tract 209.01, Cook County, Illinois",178400,52254,0.26222583265637694,0.2217205919237522,0.23168155970755483,0.21965881397238018,0.11644766651563208
17031020902,"Census Tract 209.02, Cook County, Illinois",107100,39484,0.2869224422442244,0.17024320457796852,0.1353135313531353,0.1848184818481848,0.06783493499152063
17031030101,"Census Tract 301.01, Cook County, Illinois",224900,48207,0.15111224750703145,0.31572123176661265,0.26003579647149067,0.18281769368447967,0.1757796678817335
17031030102,"Census Tract 301.02, Cook County, Illinois",187200,42123,0.17423442449841606,0.3536833536833537,0.18549806406195002,0.11158042942625836,0.12734082397003746
17031030103,"Census Tract 301.03, Cook County, Illinois",158200,57985,0.09723461195361284,0.39622641509433965,0.1975914362176628,0.10972346119536129,0.24099485420240138
17031030104,"Census Tract 301.04, Cook County, Illinois",140200,35988,0.1600703605980651,0.2543798177995795,0.07974201114042803,0.08765757842274993,0.08136482939632546
17031030200,"Census Tract 302, Cook County, Illinois",364000,74434,0.11627499123114697,0.29873477038425494,0.05313924938618029,0.11574886004910558,0.0464011691633175
17031030300,"Census Tract 303, Cook County, Illinois",319100,41109,0.2162676822633297,0.2379323451159255,0.15233949945593037,0.3150163220892274,0.036919159770846595
17031030400,"Census Tract 304, Cook County, Illinois",403900,57500,0.10528316229570506,0.3532455315145814,0.02774610414291144,0.2706195362979856,0.0685512367491166
17031030500,"Census Tract 305, Cook County, Illinois",327800,90955,0.07544945475979958,0.3381432545201669,0.05526083112290009,0.2247273798997937,0.10445937690897984
17031030601,"Census Tract 306.01, Cook County, Illinois",199100,34861,0.13748881598568446,0.26723816623183005,0.17685654637637938,0.149418431255592,0.10520778537611783
17031030603,"Census Tract 306.03, Cook County, Illinois",295400,42059,0.1896265560165975,0.28791645947289907,0.1813278008298755,0.22074688796680497,0.09538461538461539
17031030604,"Census Tract 306.04, Cook County, Illinois",196300,47500,0.22561785809194793,0.3451744734360264,0.19877757108689875,0.058995482327929845,0.1212797619047619
17031030701,"Census Tract 307.01, Cook County, Illinois",173200,39464,0.20923076923076922,0.30029154518950435,0.26892307692307693,0.128,0.08299595141700405
17031030702,"Census Tract 307.02, Cook County, Illinois",180800,58299,0.13794663048394393,0.3812127236580517,0.019448213478064226,0.052464947987336044,0.11158021712907117
17031030703,"Census Tract 307.03, Cook County, Illinois",233800,43553,0.22802850356294538,0.34222404595814526,0.18018323719036308,0.16050220563284695,0.09054325955734406
17031030706,"Census Tract 307.06, Cook County, Illinois",321200,43512,0.1054481546572935,0.3384674624566808,0.14973637961335676,0.06783831282952549,0.11356466876971609
17031030800,"Census Tract 308, Cook County, Illinois",540800,95688,0.07891580714799712,0.2992305500142491,0.030223075077956345,0.11249700167905972,0.10714285714285714
17031030900,"Census Tract 309, Cook County, Illinois",398200,107148,0.08957133717210493,0.39737991266375544,0.05918106206014075,0.10460652591170826,0.08269230769230769
17031031000,"Census Tract 310, Cook County, Illinois",422800,82902,0.07678525723061172,0.36807304785894207,0.04786281034041464,0.1540824161760942,0.04401913875598086
